Class,Name,Blue,Green,Red,InfraRed,X,Y
3,fallow,140,134,120,118,546843.7174,3859472.144
3,fallow,130,123,110,113,546879.0854,3859410.923
3,fallow,133,113,97,101,546870.5328,3859451.901
3,fallow,150,138,127,126,546825.2564,3859389.425
3,fallow,147,136,125,122,546795.068,3859423.655
3,fallow,146,136,122,116,546756.2023,3859390.083
3,fallow,146,137,120,122,546808.5161,3859450.855
3,fallow,150,158,127,155,546830.2085,3859505.887
3,fallow,147,135,120,116,546885.4465,3859389.23
3,fallow,169,155,139,142,546806.2571,3859445.957
3,fallow,163,150,141,138,546781.1053,3859398.125
3,fallow,141,127,120,117,546874.6574,3859400.423
3,fallow,152,170,156,159,546864.4472,3859406.097
3,fallow,151,140,130,132,546873.1094,3859431.087
3,fallow,151,140,131,126,546818.7504,3859404.369
3,fallow,152,140,129,124,546838.1785,3859453.165
3,fallow,141,130,118,120,546843.0881,3859460.866
3,fallow,127,116,103,106,546826.8374,3859371.106
3,fallow,164,159,147,155,546866.4118,3859403.487
3,fallow,151,136,117,139,546772.37,3859408.948
3,fallow,145,136,120,125,546822.8367,3859462.177
3,fallow,141,133,125,120,546802.5853,3859431.139
3,fallow,120,121,114,136,546855.6898,3859387.887
3,fallow,143,136,125,122,546802.8324,3859379.852
3,fallow,136,128,117,113,546788.679,3859381.623
3,fallow,136,123,114,114,546856.5389,3859384.899
3,fallow,142,131,122,123,546829.7066,3859473.464
3,fallow,149,143,129,126,546848.0956,3859481.048
3,fallow,140,132,119,118,546837.3983,3859422.999
3,fallow,145,136,123,126,546867.0772,3859433.968
3,fallow,130,126,120,113,546763.8794,3859393.695
3,fallow,128,119,95,120,546827.6281,3859497.505
3,fallow,145,137,125,126,546839.5476,3859493.09
3,fallow,153,142,131,128,546839.2545,3859465.376
3,fallow,116,112,99,115,546882.7888,3859421.606
3,fallow,138,131,119,118,546819.7035,3859375.048
3,fallow,147,136,124,121,546806.1568,3859408.966
3,fallow,151,144,130,134,546864.8579,3859423.014
3,fallow,159,146,135,137,546845.7164,3859429.645
3,fallow,145,139,124,116,546833.609,3859437.89
3,fallow,149,139,126,126,546818.3981,3859448.634
3,fallow,142,123,120,114,546811.1965,3859457.525
3,fallow,142,124,112,112,546861.776,3859381.844
3,fallow,144,132,126,115,546878.6948,3859403.882
3,fallow,141,132,121,117,546790.2407,3859392.416
3,fallow,163,151,130,133,546814.0027,3859380.794
3,fallow,162,146,137,140,546808.34,3859420.447
3,fallow,154,137,121,126,546843.5278,3859497.483
3,fallow,127,115,99,97,546874.2981,3859380.336
3,fallow,143,130,118,129,546849.7365,3859387.958
3,fallow,146,138,125,124,546846.7854,3859459.834
3,fallow,150,138,127,126,546828.9427,3859459.105
3,fallow,146,139,126,127,546853.0812,3859471.663
3,fallow,137,127,115,117,546817.3202,3859416.428
3,fallow,142,134,124,129,546817.5793,3859369.541
3,fallow,143,129,122,121,546812.0534,3859392.165
3,fallow,143,139,122,122,546840.6034,3859476.113
3,fallow,142,131,120,120,546819.5591,3859451.106
3,fallow,146,143,128,127,546792.8946,3859406.486
3,fallow,150,142,126,136,546825.6822,3859484.558
3,fallow,143,124,118,115,546834.581,3859426.373
3,fallow,148,138,128,124,546848.6236,3859411.287
3,fallow,148,138,128,127,546848.5772,3859400.332
3,fallow,142,130,117,113,546796.8828,3859430.736
3,fallow,116,112,91,109,546811.2315,3859462.437
3,fallow,142,133,122,116,546869.4774,3859384.512
3,fallow,153,148,131,138,546865.3969,3859427.163
3,fallow,145,133,128,120,546803.842,3859400.629
3,fallow,131,127,112,124,546824.8243,3859374.521
3,fallow,140,128,117,118,546859.2086,3859467.404
3,fallow,142,133,119,122,546851.135,3859448.456
3,fallow,134,128,122,115,546887.8972,3859416.135
3,fallow,146,140,131,132,546816.8454,3859370.215
3,fallow,140,149,137,193,546858.0965,3859397.024
3,fallow,150,135,130,121,546779.4905,3859395.855
3,fallow,138,128,119,115,546793.044,3859393.21
3,fallow,155,148,137,133,546848.2253,3859410.794
3,fallow,146,138,125,124,546789.2323,3859371.607
3,fallow,138,130,117,115,546787.8636,3859381.786
3,fallow,153,145,131,134,546793.2142,3859396.736
3,fallow,146,135,124,124,546826.9435,3859456.997
3,fallow,142,137,120,117,546819.4388,3859411.38
3,fallow,144,143,130,164,546879.248,3859420.953
3,fallow,143,131,123,116,546824.2806,3859430.707
3,fallow,146,134,126,125,546760.8908,3859392.111
3,fallow,150,139,125,121,546827.1152,3859408.024
3,fallow,142,133,120,119,546828.8141,3859422.761
3,fallow,135,124,120,135,546851.8878,3859388.518
3,fallow,147,134,124,122,546866.8643,3859458.617
3,fallow,124,127,117,122,546867.8242,3859414.663
3,fallow,149,139,126,129,546846.8711,3859430.942
3,fallow,150,140,125,129,546832.6675,3859480.724
3,fallow,148,139,127,124,546815.7053,3859433.492
3,fallow,145,137,127,135,546871.5911,3859421.369
3,fallow,144,133,119,121,546812.9196,3859407.332
3,fallow,143,135,119,122,546817.6186,3859365.194
3,fallow,140,120,104,109,546777.6028,3859408.384
3,fallow,149,139,133,128,546816.3255,3859375.994
3,fallow,148,137,125,122,546845.3633,3859422.873
3,fallow,147,137,123,126,546856.7017,3859448.718
3,fallow,133,126,119,113,546784.6138,3859398.781
3,fallow,143,137,126,123,546808.3492,3859363.061
3,fallow,151,136,123,129,546873.4345,3859436.998
3,fallow,141,131,120,117,546819.3328,3859413.723
3,fallow,147,137,125,128,546855.2005,3859427.701
3,fallow,151,142,128,125,546831.9699,3859414.895
3,fallow,149,140,129,125,546816.6696,3859404.017
3,fallow,147,134,124,124,546812.816,3859390.794
4,wheat,107,120,109,182,547812.4347,3861256.252
4,wheat,111,124,108,179,547795.4976,3861278.947
4,wheat,103,124,112,176,547726.2945,3861322.358
4,wheat,113,128,110,186,547741.6141,3861363.367
4,wheat,105,119,105,180,547771.0969,3861322.12
4,wheat,114,119,112,175,547778.1381,3861313.913
4,wheat,115,127,111,180,547788.7858,3861336.056
4,wheat,108,119,106,182,547778.0964,3861341.89
4,wheat,105,127,110,188,547719.329,3861358.847
4,wheat,107,120,108,169,547730.9807,3861288.034
4,wheat,115,132,113,164,547806.0644,3861287.742
4,wheat,116,132,116,186,547771.9721,3861338.995
4,wheat,112,124,112,179,547769.6826,3861296.144
4,wheat,109,121,111,179,547794.3105,3861350.414
4,wheat,127,135,119,188,547806.7295,3861312.208
4,wheat,109,124,109,183,547762.4513,3861356.163
4,wheat,109,122,109,179,547760.477,3861264.718
4,wheat,112,125,113,175,547735.5172,3861329.472
4,wheat,121,131,115,182,547743.2305,3861261.001
4,wheat,120,128,114,177,547745.2989,3861282.288
4,wheat,106,120,107,180,547724.4341,3861345.479
4,wheat,117,123,109,174,547788.8475,3861262.689
4,wheat,116,128,116,185,547749.9398,3861378.268
4,wheat,113,123,111,172,547744.3754,3861330.82
4,wheat,83,97,76,131,547792.8347,3861302.795
4,wheat,108,122,110,188,547760.0627,3861274.308
4,wheat,118,134,116,181,547711.203,3861305.805
4,wheat,116,132,114,180,547711.8737,3861305.83
4,wheat,109,123,109,182,547777.6123,3861279.196
4,wheat,113,125,110,180,547725.559,3861294.807
4,wheat,62,94,90,93,547796.9442,3861296.1
4,wheat,125,139,119,197,547792.2315,3861245.504
4,wheat,126,135,117,180,547800.5918,3861250.091
4,wheat,122,136,117,186,547743.2423,3861368.838
4,wheat,117,131,114,182,547802.7544,3861317.631
4,wheat,112,125,112,180,547773.0592,3861290.133
4,wheat,116,126,112,178,547807.4537,3861336.436
4,wheat,113,125,114,184,547791.4767,3861357.881
4,wheat,107,121,109,180,547734.5105,3861344.568
4,wheat,111,124,112,179,547790.769,3861273.191
4,wheat,103,113,112,184,547710.7425,3861380.033
4,wheat,110,124,111,177,547740.0889,3861291.638
4,wheat,112,128,112,179,547732.7669,3861298.037
4,wheat,111,124,114,183,547760.5207,3861335.971
4,wheat,111,126,111,176,547738.6036,3861326.871
4,wheat,111,127,112,178,547755.8474,3861323.87
4,wheat,117,129,113,176,547783.4904,3861257.336
4,wheat,115,129,113,184,547786.8802,3861327.873
4,wheat,109,124,111,176,547743.5933,3861319.21
4,wheat,116,128,113,179,547718.6461,3861279.627
4,wheat,111,125,110,180,547694.4953,3861334.655
4,wheat,124,131,119,179,547817.6089,3861318.6
4,wheat,109,124,111,177,547738.0429,3861284.782
4,wheat,117,131,114,185,547717.5494,3861267.101
4,wheat,110,123,111,181,547784.0953,3861354.318
4,wheat,109,124,111,176,547726.7221,3861306.736
4,wheat,111,126,112,172,547734.7687,3861321.299
4,wheat,103,119,108,180,547809.0883,3861258.912
4,wheat,115,123,109,174,547807.819,3861339.225
4,wheat,114,123,110,179,547810.7774,3861326.765
4,wheat,112,126,112,177,547755.439,3861328.115
4,wheat,110,124,111,179,547779.1637,3861289.416
4,wheat,122,133,116,181,547795.1966,3861264.846
4,wheat,119,133,115,182,547710.4057,3861275.614
4,wheat,115,126,107,175,547799.6134,3861249.029
4,wheat,108,122,110,180,547771.3118,3861277.61
4,wheat,116,132,116,191,547762.412,3861345.307
4,wheat,109,125,109,179,547677.7924,3861358.26
4,wheat,113,123,111,171,547744.9791,3861310.309
4,wheat,119,134,112,180,547784.8057,3861266.119
4,wheat,111,124,109,184,547759.086,3861259.409
4,wheat,116,129,112,182,547785.8973,3861276.065
4,wheat,131,139,123,191,547755.8418,3861353.119
4,wheat,116,132,113,186,547691.126,3861334.297
4,wheat,104,117,106,176,547748.3451,3861337.495
4,wheat,108,123,109,175,547758.273,3861328.191
4,wheat,115,133,114,171,547757.8429,3861314.108
4,wheat,114,125,109,185,547737.0805,3861380.404
4,wheat,109,125,108,180,547707.6551,3861343.032
4,wheat,112,125,110,177,547756.7149,3861332.661
4,wheat,109,122,115,186,547687.7978,3861339.94
4,wheat,107,120,109,181,547736.6189,3861338.989
4,wheat,124,137,123,185,547795.9573,3861260.589
4,wheat,123,134,117,182,547790.9171,3861315.059
4,wheat,112,120,115,169,547737.7293,3861304.123
4,wheat,113,125,109,184,547731.5486,3861367.758
4,wheat,107,121,109,180,547769.8734,3861285.573
4,wheat,106,119,108,182,547807.8993,3861255.115
4,wheat,125,134,119,177,547746.8637,3861285.237
4,wheat,110,127,112,182,547813.8125,3861259.662
4,wheat,108,125,109,187,547694.0771,3861367.291
4,wheat,108,124,110,180,547779.1236,3861347.318
4,wheat,109,124,110,176,547756.8477,3861325.689
4,wheat,54,33,36,90,547700.4482,3861382.952
4,wheat,150,153,143,190,547799.2766,3861300.586
4,wheat,107,120,110,178,547762.5011,3861325.059
4,wheat,110,122,107,172,547785.182,3861298.358
4,wheat,119,127,108,189,547763.3823,3861342.742
4,wheat,104,120,107,176,547758.3883,3861285.508
4,wheat,95,105,101,138,547699.9026,3861375.97
4,wheat,107,124,110,183,547765.1336,3861263.4
4,wheat,107,121,110,182,547738.9391,3861344.162
4,wheat,111,128,109,187,547740.5373,3861379.414
4,wheat,123,131,114,170,547804.4805,3861348.68
4,wheat,113,125,112,177,547757.0283,3861380.595
4,wheat,114,128,114,178,547782.5717,3861342.459
4,wheat,121,135,116,181,547789.6178,3861269.298
4,wheat,107,121,110,182,547812.854,3861257.01
4,wheat,121,131,115,182,547742.9473,3861261.643
4,wheat,109,123,108,178,547787.0869,3861297.308
4,wheat,113,127,110,187,547687.5644,3861364.597
4,wheat,118,128,109,183,547783.8133,3861323.155
4,wheat,116,128,114,187,547741.4931,3861383.323
4,wheat,114,130,114,178,547759.4837,3861307.368
4,wheat,107,125,113,183,547768.5608,3861359.425
4,wheat,108,122,107,176,547770.0809,3861278.041
4,wheat,114,128,112,187,547689.5481,3861363.215
4,wheat,103,118,105,178,547748.9813,3861340.982
4,wheat,113,126,111,173,547757.9396,3861307.452
4,wheat,109,122,109,177,547767.701,3861268.978
4,wheat,111,122,114,176,547776.7998,3861307.841
4,wheat,104,117,107,177,547744.6081,3861339.863
4,wheat,114,132,115,184,547686.5377,3861350.001
4,wheat,110,124,110,174,547735.5716,3861327.27
4,wheat,111,124,111,176,547775.3863,3861297.682
4,wheat,116,126,112,180,547807.351,3861317.618
4,wheat,110,122,107,176,547800.1676,3861265.063
4,wheat,116,128,114,186,547692.8769,3861353.357
4,wheat,116,131,114,180,547711.6215,3861304.957
4,wheat,108,122,106,184,547723.0971,3861366.33
4,wheat,110,121,108,178,547786.0569,3861357.684
4,wheat,111,125,112,178,547787.0416,3861348.226
4,wheat,108,123,107,191,547716.6123,3861373.356
4,wheat,106,121,110,181,547768.3355,3861285.597
4,wheat,109,120,107,184,547750.793,3861374.184
4,wheat,121,126,115,175,547748.9237,3861297.065
4,wheat,110,126,115,189,547763.4441,3861337.901
4,wheat,116,130,113,180,547717.3903,3861274.05
4,wheat,114,126,113,187,547753.2132,3861364.126
4,wheat,132,149,126,189,547890.3589,3861142.293
4,wheat,137,152,128,186,547924.1272,3861103.563
4,wheat,129,141,119,184,547886.2805,3861151.026
4,wheat,133,143,122,183,548000.1062,3861160.462
4,wheat,113,120,100,163,547895.4005,3861147.629
4,wheat,131,141,121,184,547894.5916,3861110.56
4,wheat,137,148,124,184,547919.6444,3861116.112
4,wheat,131,141,119,179,547957.5237,3861130.773
4,wheat,128,142,119,196,547872.1538,3861152.467
4,wheat,128,137,116,180,547993.4599,3861141.576
4,wheat,138,146,126,183,547949.1682,3861185.969
4,wheat,138,147,123,182,547974.3989,3861113.293
4,wheat,140,148,124,184,547979.235,3861111.786
4,wheat,125,138,115,177,547863.9293,3861113.899
4,wheat,124,139,117,180,547966.1497,3861203.401
4,wheat,134,136,121,180,547991.3366,3861122.583
4,wheat,132,144,124,183,547917.2547,3861141.512
4,wheat,126,139,119,182,547972.5595,3861156.058
4,wheat,130,161,139,198,548009.2944,3861156.424
4,wheat,144,155,132,195,547999.8365,3861125.303
4,wheat,127,142,124,185,548022.1692,3861119.658
4,wheat,132,144,121,181,547958.7414,3861195.083
4,wheat,134,146,122,185,547847.7205,3861117.713
4,wheat,125,136,117,181,547973.2642,3861151.893
4,wheat,128,137,118,182,547918.809,3861136.827
4,wheat,130,129,114,173,548018.7025,3861135.632
4,wheat,127,138,119,178,547904.8524,3861173.23
4,wheat,130,138,124,184,547922.5354,3861167.859
4,wheat,127,141,119,180,547987.203,3861144.858
4,wheat,140,147,123,187,547925.5901,3861105.823
4,wheat,128,140,119,178,547991.062,3861193.38
4,wheat,131,142,120,184,547872.6986,3861107.765
4,wheat,126,138,117,177,547984.3547,3861160.94
4,wheat,133,145,123,187,547869.5734,3861162.181
4,wheat,139,149,125,183,547899.6376,3861103.927
4,wheat,128,135,117,177,548011.5015,3861116.966
4,wheat,130,143,118,182,547916.3528,3861157.996
4,wheat,130,143,117,179,547993.2133,3861174.524
4,wheat,124,136,117,176,547941.8254,3861125.425
4,wheat,129,141,121,182,547895.5831,3861149.689
4,wheat,128,137,117,181,547960.0717,3861143.536
4,wheat,128,138,118,178,548003.4495,3861165.294
4,wheat,130,137,121,179,548014.4208,3861177.884
4,wheat,135,144,126,189,547873.7717,3861100.01
4,wheat,131,140,120,181,547948.6181,3861140.121
4,wheat,134,144,121,184,547948.8559,3861184.484
4,wheat,133,147,121,183,547913.5242,3861141.696
4,wheat,125,137,118,176,548018.375,3861162.769
4,wheat,60,69,70,77,548028.12,3861114.872
4,wheat,126,139,117,180,547975.4601,3861164.713
4,wheat,129,138,118,179,547943.3314,3861156.53
4,wheat,122,133,116,176,548007.3696,3861206.787
4,wheat,129,142,119,180,547962.6228,3861175.384
4,wheat,142,153,121,193,547887.6251,3861118.645
4,wheat,130,145,121,177,547909.0389,3861179.716
4,wheat,130,142,120,180,547960.1276,3861122.814
4,wheat,127,137,116,180,547980.3076,3861128.064
4,wheat,123,137,114,176,547967.092,3861206.016
4,wheat,129,139,118,182,547945.2629,3861112.348
4,wheat,131,140,120,177,548001.9828,3861133.882
4,wheat,123,132,116,175,548018.2993,3861129.887
4,wheat,131,139,119,181,547991.6768,3861141.221
4,wheat,125,148,125,198,547875.602,3861146.77
4,wheat,132,144,121,183,547932.0818,3861120.104
4,wheat,121,131,110,170,547977.7052,3861211.748
4,wheat,123,122,112,166,547885.544,3861148.634
4,wheat,131,143,120,178,547985.6974,3861179.228
4,wheat,130,140,118,178,547937.5498,3861135.42
4,wheat,126,139,123,189,547854.239,3861108.102
4,wheat,129,134,116,171,548012.7347,3861118.462
4,wheat,127,138,119,180,547942.3118,3861181.562
4,wheat,129,138,121,177,547982.5935,3861204.663
4,wheat,116,134,116,187,547861.9576,3861126.839
4,wheat,140,147,126,186,547947.2215,3861201.868
4,wheat,131,132,119,178,547981.6558,3861146.102
4,wheat,138,146,121,186,547872.7246,3861159.879
4,wheat,125,136,118,177,547979.4595,3861142.691
4,wheat,140,151,126,185,547921.343,3861106.016
4,wheat,125,135,115,179,547963.6004,3861152.894
4,wheat,134,143,122,181,547973.7665,3861116.742
4,wheat,125,135,117,178,547999.1402,3861179.62
4,wheat,131,139,117,175,547999.2225,3861131.912
4,wheat,130,142,121,175,547974.4716,3861209.108
4,wheat,137,146,121,181,547891.6787,3861147.767
4,wheat,125,138,116,180,547902.6728,3861157.626
4,wheat,132,142,118,182,547950.5418,3861184.502
4,wheat,134,142,122,181,547898.3949,3861111.445
4,wheat,130,141,118,182,547948.3036,3861191.444
4,wheat,119,129,110,175,547975.7438,3861148.556
4,wheat,133,144,124,183,547890.5802,3861138.887
4,wheat,127,137,116,180,547946.349,3861180.12
4,wheat,131,145,121,179,547926.1732,3861183.197
4,wheat,128,140,118,181,547951.3733,3861197.364
4,wheat,132,141,122,177,548004.7081,3861134.651
4,wheat,136,146,124,181,547995.9444,3861130.17
4,wheat,132,145,121,182,547966.3052,3861125.79
4,wheat,125,138,118,183,548007.7209,3861105.086
4,wheat,137,147,123,185,547922.8506,3861109.707
4,wheat,139,148,127,191,547965.9953,3861184.301
4,wheat,129,137,120,178,548005.4303,3861147.319
4,wheat,131,141,119,177,548014.4801,3861171.159
4,wheat,130,142,119,184,547939.4141,3861109.291
4,wheat,144,149,134,182,548021.7218,3861193.302
4,wheat,133,143,121,183,547914.2233,3861143.595
4,wheat,124,118,120,188,547869.5789,3861125.951
4,wheat,125,141,119,185,547858.456,3861103.492
4,wheat,131,142,123,186,547902.7367,3861125.873
4,wheat,134,144,123,178,548003.5726,3861153.342
4,wheat,133,155,133,190,547864.684,3861098.076
4,wheat,138,156,133,185,547895.7735,3861103.169
4,wheat,145,155,132,192,547926.8523,3861158.755
4,wheat,126,136,117,181,547908.1028,3861131.22
4,wheat,140,150,127,189,547869.6128,3861160.671
4,wheat,128,139,116,179,547929.375,3861135.665
4,wheat,133,137,112,175,547979.8759,3861160.97
4,wheat,130,140,121,181,547942.978,3861185.814
4,wheat,124,151,128,191,547865.857,3861129.909
4,wheat,129,139,117,179,547928.8097,3861172.723
4,wheat,130,139,119,180,547928.9778,3861141.138
4,wheat,123,133,113,183,547968.0812,3861162.017
4,wheat,127,138,118,178,547962.9724,3861135.665
4,wheat,124,133,110,172,548002.3619,3861124.529
4,wheat,137,149,127,185,547940.3547,3861102.88
4,wheat,139,149,121,183,547894.5242,3861106.561
4,wheat,136,148,124,181,548014.1843,3861138.621
4,wheat,125,136,115,183,547967.5908,3861171.732
4,wheat,127,139,118,182,547963.3901,3861200.697
4,wheat,128,139,120,181,547970.5066,3861139.704
4,wheat,127,139,121,180,547900.8595,3861173.689
4,wheat,132,142,121,177,547984.0787,3861193.949
4,wheat,133,142,120,180,547924.9139,3861155.271
4,wheat,133,144,114,176,547921.8854,3861121.22
4,wheat,130,142,119,181,547880.6794,3861152.287
4,wheat,131,143,120,182,547963.5433,3861129.773
4,wheat,125,135,113,179,547955.6133,3861140.857
4,wheat,148,164,152,193,548025.8252,3861192.54
4,wheat,122,133,117,184,547869.1365,3861118.965
4,wheat,130,145,147,177,548022.6462,3861194.879
4,wheat,97,120,112,173,548013.2578,3861203.103
4,wheat,133,143,121,181,547926.5542,3861192.446
4,wheat,129,143,131,184,548026.6795,3861184.165
4,wheat,131,143,121,182,547905.2052,3861138.178
4,wheat,133,140,119,176,548019.5823,3861168.247
4,wheat,128,140,120,181,547940.2183,3861128.8
4,wheat,138,151,128,186,547959.9874,3861193.857
4,wheat,131,139,119,182,547959.3441,3861135.241
4,wheat,127,137,118,181,547949.0961,3861120.704
4,wheat,133,143,122,181,547937.4197,3861148.898
4,wheat,133,165,144,202,548009.8632,3861121.542
4,wheat,141,150,124,188,547915.1279,3861110.206
4,wheat,128,138,118,184,547893.2206,3861120.42
1,corn,70,86,89,183,546222.9551,3860350.106
1,corn,68,93,89,153,546169.2759,3860374.817
1,corn,95,107,120,184,546254.6092,3860418.4
1,corn,76,91,89,182,546231.0978,3860394.282
1,corn,71,88,90,165,546298.9471,3860393.428
1,corn,71,83,84,176,546205.1384,3860358.641
1,corn,72,84,85,166,546297.4139,3860393.53
1,corn,68,79,81,168,546216.1403,3860313.717
1,corn,88,91,94,132,546258.5419,3860424.075
1,corn,40,53,56,95,546185.1483,3860375.625
1,corn,72,84,94,172,546191.5618,3860327.65
1,corn,69,87,88,172,546236.1589,3860364.024
1,corn,69,82,85,148,546207.3256,3860324.549
1,corn,102,93,92,210,546296.7941,3860420.896
1,corn,67,79,90,175,546297.1791,3860427.284
1,corn,77,90,88,178,546231.9763,3860378.88
1,corn,49,51,35,68,546281.9883,3860429.816
1,corn,132,125,113,130,546238.8776,3860423.106
1,corn,70,86,94,182,546200.2909,3860361.969
1,corn,105,99,104,128,546273.0735,3860428.187
1,corn,61,73,76,171,546306.2863,3860394.159
1,corn,77,81,76,126,546170.2113,3860377.446
1,corn,78,93,91,194,546230.8433,3860399.111
1,corn,74,99,100,184,546195.0901,3860384.849
1,corn,83,101,102,192,546184.566,3860365.741
1,corn,69,87,88,183,546237.2266,3860363.561
1,corn,67,82,85,168,546303.2681,3860407.211
1,corn,86,88,86,164,546226.4378,3860398.988
1,corn,78,91,93,177,546195.8961,3860350.795
1,corn,53,43,69,132,546313.037,3860414.188
1,corn,81,84,82,173,546271.2037,3860411.741
1,corn,71,75,79,164,546197.3402,3860377.722
1,corn,72,76,80,148,546204.2247,3860317.449
1,corn,78,100,104,217,546190.9882,3860342.909
1,corn,75,90,91,170,546176.6313,3860380.367
1,corn,74,91,96,200,546286.1286,3860408.829
1,corn,45,49,54,42,546230.8257,3860416.036
1,corn,75,90,92,175,546204.3151,3860327.287
1,corn,74,80,83,169,546234.2063,3860379.408
1,corn,69,95,87,177,546190.7133,3860367.731
1,corn,88,128,129,201,546298.6572,3860433.36
1,corn,67,79,82,158,546220.4181,3860321.735
1,corn,67,72,71,143,546246.4233,3860407.729
1,corn,77,91,93,178,546180.8004,3860388.253
1,corn,69,87,90,189,546267.7052,3860401.854
1,corn,68,78,77,168,546243.3212,3860406.269
1,corn,137,130,121,137,546264.3698,3860429.416
1,corn,72,96,96,168,546228.5023,3860388.423
1,corn,69,92,93,191,546242.0039,3860365.256
1,corn,131,130,123,152,546252.4899,3860425.869
1,corn,93,103,105,230,546268.3075,3860420.781
1,corn,70,88,91,184,546301.0924,3860394.802
1,corn,136,122,111,120,546304.0752,3860442.581
1,corn,83,117,113,204,546277.3919,3860418.258
1,corn,81,84,83,157,546187.1436,3860394.235
1,corn,86,101,100,186,546226.4194,3860398.231
1,corn,74,86,92,179,546193.1397,3860326.65
1,corn,70,84,89,164,546192.2607,3860333.7
1,corn,131,123,114,129,546266.7955,3860432.449
1,corn,52,55,61,94,546182.6681,3860400.316
1,corn,71,84,87,172,546215.5638,3860387.611
1,corn,83,93,94,179,546196.1185,3860390.086
1,corn,69,85,88,178,546231.4809,3860341.862
1,corn,132,123,112,126,546265.7733,3860434.537
1,corn,81,94,100,200,546248.2495,3860398.038
1,corn,69,85,88,173,546217.8875,3860373.503
1,corn,74,88,91,175,546198.0076,3860333.479
1,corn,141,131,119,134,546287.1345,3860441.915
1,corn,67,83,85,183,546304.3405,3860407.473
1,corn,109,140,137,227,546304.2079,3860423.148
1,corn,77,95,96,170,546178.3407,3860331.047
1,corn,57,64,60,98,546174.3788,3860399.066
1,corn,69,86,89,175,546224.754,3860320.888
1,corn,75,82,92,164,546215.4711,3860404.652
1,corn,68,85,88,178,546231.184,3860364.821
1,corn,88,98,100,178,546176.296,3860335.487
1,corn,123,114,115,145,546224.9332,3860416.371
1,corn,72,90,94,179,546188.803,3860350.233
1,corn,133,135,127,144,546288.468,3860439.301
1,corn,58,60,54,124,546186.9406,3860395.967
1,corn,79,68,74,159,546195.5844,3860392.842
1,corn,62,58,61,146,546294.1568,3860419.605
1,corn,51,52,56,84,546293.0812,3860431.029
1,corn,69,78,82,168,546213.5121,3860359.234
1,corn,132,117,111,129,546233.2388,3860425.855
1,corn,70,86,89,177,546220.6037,3860342.849
1,corn,143,134,122,135,546257.1109,3860430.59
1,corn,72,89,93,174,546189.0272,3860372.195
1,corn,78,104,100,187,547331.0028,3860350.401
1,corn,82,98,101,182,547332.4136,3860342.874
1,corn,76,97,98,192,547333.631,3860313.924
1,corn,82,102,100,187,547337.8019,3860384.319
1,corn,80,104,104,187,547358.1387,3860281.887
1,corn,99,125,121,189,547328.7263,3860269.006
1,corn,76,94,96,184,547287.2738,3860358.145
1,corn,77,99,98,197,547316.7652,3860356.01
1,corn,81,101,100,185,547301.1349,3860343.372
1,corn,74,95,96,189,547329.8409,3860385.827
1,corn,75,93,95,187,547319.6989,3860368.75
1,corn,78,101,100,192,547345.3851,3860359.935
1,corn,74,82,80,178,547298.0661,3860306.101
1,corn,81,98,98,185,547341.2073,3860340.804
1,corn,78,107,106,191,547311.7288,3860330.411
1,corn,75,88,96,181,547313.7565,3860294.058
1,corn,75,91,93,185,547304.7025,3860358.04
1,corn,72,110,114,189,547309.9824,3860295.927
1,corn,77,96,97,190,547343.9128,3860331.46
1,corn,76,98,99,179,547358.7094,3860305.545
1,corn,75,96,96,174,547295.4835,3860353.186
1,corn,81,99,99,188,547296.1141,3860331.938
1,corn,59,56,69,134,547340.4053,3860260.382
1,corn,80,98,96,187,547282.3146,3860356.597
1,corn,83,100,102,185,547334.2939,3860341.506
1,corn,77,96,89,179,547331.2205,3860355.841
1,corn,76,96,95,189,547332.0979,3860303.946
1,corn,77,101,100,187,547303.27,3860350.281
1,corn,75,100,98,187,547300.4884,3860355.215
1,corn,79,96,93,177,547355.3704,3860282.652
1,corn,75,90,93,166,547332.0527,3860281.683
1,corn,85,112,102,185,547371.6535,3860317.185
1,corn,77,98,99,182,547323.1378,3860310.21
1,corn,73,97,99,183,547357.586,3860291.453
1,corn,75,94,96,184,547307.0522,3860348.497
1,corn,88,101,100,171,547308.8177,3860304.854
1,corn,74,93,95,191,547315.6771,3860385.442
1,corn,75,95,96,198,547338.221,3860361.838
1,corn,79,95,97,184,547321.6296,3860278.135
1,corn,76,93,93,178,547320.4029,3860278.643
1,corn,79,99,97,207,547343.381,3860324.94
1,corn,77,97,97,185,547363.6885,3860311.755
1,corn,84,106,103,186,547357.9628,3860365.711
1,corn,75,88,92,162,547304.7347,3860304.782
1,corn,81,97,100,186,547348.0506,3860333.502
1,corn,76,92,95,177,547306.4808,3860333.931
1,corn,78,94,95,182,547348.5536,3860281.994
1,corn,77,117,96,204,547350.9663,3860303.678
1,corn,78,97,97,187,547348.126,3860308.001
1,corn,79,95,96,184,547340.8214,3860343.367
1,corn,76,96,94,187,547338.7968,3860372.799
1,corn,80,102,101,186,547351.8301,3860351.678
1,corn,78,117,112,210,547304.0043,3860294.232
1,corn,75,93,95,192,547324.2755,3860368.139
1,corn,76,84,95,171,547304.2836,3860316.129
1,corn,82,102,102,188,547349.3409,3860334.282
1,corn,76,95,98,185,547290.2989,3860340.683
1,corn,74,97,99,189,547338.6158,3860330.051
1,corn,77,98,95,183,547346.6302,3860373.382
