Class,Name,Blue,Green,Red,InfraRed,X,Y
6,water,74,90,105,41,548332.0525,3860379.788
6,water,75,91,107,44,548216.7209,3860309.387
6,water,73,90,109,38,548280.6386,3860401.34
6,water,82,92,108,46,548209.6338,3860335.162
6,water,74,90,108,39,548279.4814,3860422.68
6,water,72,91,105,43,548198.9976,3860296.945
6,water,70,88,105,42,548315.7313,3860432.061
6,water,70,91,105,42,548232.948,3860358.184
6,water,95,94,82,98,548246.5297,3860316.815
6,water,73,92,107,44,548226.625,3860307.419
6,water,70,85,104,51,548231.9065,3860395.302
6,water,82,75,90,42,548264.8036,3860352.224
6,water,69,82,97,59,548214.2439,3860355.002
6,water,72,89,105,39,548332.1748,3860399.824
6,water,74,91,108,44,548224.124,3860309.324
6,water,74,90,108,41,548227.5007,3860326.749
6,water,87,72,63,75,548342.0807,3860408.854
6,water,73,93,107,40,548294.6021,3860383.063
6,water,77,93,107,45,548226.7231,3860373.642
6,water,63,81,91,42,548231.7854,3860327.5
6,water,73,90,108,40,548236.5383,3860341.538
6,water,72,89,107,40,548334.8063,3860383.998
6,water,73,90,109,39,548278.5761,3860397.695
6,water,74,87,105,38,548335.5356,3860400.853
6,water,76,91,99,50,548320.8173,3860430.114
6,water,65,87,96,35,548239.6458,3860329.995
6,water,85,91,103,55,548258.5372,3860344.259
6,water,71,88,105,39,548304.7415,3860418.281
6,water,74,92,108,40,548265.3219,3860373.219
6,water,70,87,103,44,548256.7494,3860419.036
6,water,74,85,99,43,548206.1266,3860300.624
6,water,79,87,98,45,548346.217,3860389.803
6,water,63,75,96,24,548285.0465,3860400.275
6,water,70,87,107,39,548302.8635,3860430.789
6,water,73,88,106,41,548262.7036,3860386.118
6,water,74,92,108,43,548224.3877,3860314.845
6,water,73,87,104,43,548238.3983,3860397.319
6,water,73,85,97,44,548346.6801,3860391.973
6,water,73,90,107,40,548276.6609,3860379.817
6,water,76,91,108,40,548267.7763,3860367.678
6,water,91,109,114,45,548208.8188,3860311.429
6,water,74,92,107,42,548220.9674,3860314.739
6,water,76,87,97,47,548346.5375,3860391.581
6,water,69,86,104,40,548289.609,3860436.906
6,water,72,86,102,39,548294.5198,3860417.487
6,water,75,89,107,41,548330.2063,3860378.833
6,water,76,86,106,40,548294.0384,3860397.953
6,water,69,89,104,42,548341.6437,3860393.873
6,water,75,86,95,45,548245.9059,3860326.334
6,water,69,93,100,47,548195.8044,3860311.749
6,water,69,87,104,38,548274.9162,3860404.329
6,water,76,94,108,42,548269.971,3860364.002
6,water,67,86,103,43,548264.0928,3860427.983
6,water,73,88,104,40,548292.6486,3860424.617
6,water,74,93,107,44,548252.8139,3860354.035
6,water,70,87,104,43,548276.7535,3860434.644
6,water,74,90,106,43,548234.9322,3860376.589
6,water,73,86,103,40,548238.3693,3860346.501
6,water,73,92,104,42,548257.0528,3860362.695
6,water,75,94,108,40,548283.7326,3860373.12
6,water,75,93,109,40,548228.7911,3860339.362
6,water,75,88,105,39,548229.7074,3860338.878
6,water,70,86,105,40,548306.4367,3860434.329
6,water,77,81,94,49,548323.2699,3860429.24
6,water,71,88,104,41,548249.6301,3860396.412
6,water,83,93,100,50,548336.9233,3860371.053
6,water,70,89,104,38,548318.8655,3860396.865
6,water,75,94,107,40,548285.9023,3860373.3
6,water,72,87,100,41,548221.4621,3860355.199
6,water,71,89,106,39,548272.8288,3860393.146
6,water,74,90,107,41,548298.1724,3860375.662
6,water,74,92,105,41,548255.0065,3860367.887
6,water,71,88,103,41,548328.0322,3860416.496
6,water,78,77,93,49,548339.4216,3860404.028
6,water,77,86,97,50,548312.9139,3860441.723
6,water,73,92,105,40,548295.8682,3860386.344
6,water,73,89,105,42,548238.7741,3860378.112
6,water,71,87,105,38,548322.1566,3860390.412
6,water,71,89,105,39,548303.8879,3860393.276
6,water,70,87,104,44,548275.1379,3860434.444
6,water,71,88,106,40,548299.5604,3860426.887
6,water,74,90,106,41,548257.4347,3860375.194
6,water,55,74,94,50,547001.3898,3860100.039
6,water,51,72,93,42,546968.293,3860106.624
6,water,51,59,81,52,546994.6592,3860086.433
6,water,51,71,92,42,546996.4501,3860100.107
6,water,51,70,91,41,546967.8779,3860107.912
6,water,51,70,92,43,546987.9573,3860122.42
6,water,50,49,73,54,546991.4042,3860084.833
6,water,64,70,89,57,546943.17,3860093.932
6,water,50,69,92,43,546993.8752,3860092.417
6,water,61,79,99,54,546948.2705,3860092.355
6,water,54,66,78,60,546942.8173,3860113.069
6,water,53,71,91,42,546992.257,3860121.724
6,water,49,72,93,43,546991.4305,3860090.513
6,water,52,71,90,44,546966.4205,3860095.126
6,water,51,68,87,44,546952.3974,3860089.37
6,water,51,71,93,41,546968.3219,3860112.868
6,water,53,73,94,44,546948.9463,3860112.651
6,water,52,72,94,42,546992.9556,3860099.315
6,water,56,73,87,53,546985.5378,3860131.976
6,water,54,75,93,43,546969.8838,3860100.844
6,water,51,70,90,45,546983.4714,3860125.216
6,water,50,62,73,66,547015.4678,3860102.686
6,water,43,70,88,34,546950.1234,3860096.251
6,water,51,69,78,79,546958.9618,3860134.451
6,water,53,86,97,77,546942.7099,3860108.958
6,water,54,69,89,41,546970.9729,3860107.505
6,water,51,71,94,45,546990.338,3860096.841
6,water,46,75,88,40,546959.186,3860092.636
6,water,51,71,92,46,546953.2688,3860117.034
6,water,109,125,143,113,546953.7421,3860121.875
6,water,57,73,94,45,546967.5781,3860124.615
6,water,42,77,79,86,546956.2398,3860134.075
6,water,51,71,87,47,546969.0902,3860131.867
6,water,56,87,107,50,546743.3361,3859993.337
6,water,57,89,104,49,546745.4703,3860029.8
6,water,56,84,104,51,546721.1839,3860008.015
6,water,60,85,108,48,546740.4711,3860024.585
6,water,59,85,105,48,546732.9095,3860030.648
6,water,62,74,75,71,546725.1574,3860054.585
6,water,59,86,107,49,546735.6487,3860027.282
6,water,60,86,107,50,546724.0761,3860037.76
6,water,57,84,106,49,546726.5164,3860000.673
6,water,58,85,108,47,546726.0856,3860018.181
6,water,60,85,105,51,546717.3783,3860029.522
6,water,60,85,104,52,546715.2331,3860031.038
6,water,59,85,107,48,546737.9183,3860011.946
6,water,61,86,108,50,546721.3867,3860038.129
6,water,48,66,75,84,546708.9102,3860028.715
6,water,49,69,69,108,546703.2149,3860058.352
6,water,58,70,93,64,546721.2227,3859993.854
6,water,56,72,88,59,546712.3979,3860021.449
6,water,58,88,107,50,546730.5363,3859991.484
6,water,61,85,101,44,546751.594,3859990.495
6,water,59,86,108,49,546740.5077,3860016.142
6,water,56,73,85,83,546703.5196,3860053.195
6,water,57,84,106,53,546718.6431,3860010.852
6,water,61,83,92,59,546739.3141,3860044.407
6,water,58,82,104,51,546714.2832,3860038.459
6,water,56,87,104,49,546719.7687,3860015.576
6,water,56,83,99,56,546716.0788,3860012.011
6,water,60,87,107,49,546749.2705,3860015.667
6,water,60,86,105,51,546729.684,3860037.064
6,water,75,92,101,49,546745.0687,3859982.622
6,water,54,76,91,56,546716.6181,3860006.338
6,water,57,85,108,50,546745.0362,3859999.166
6,water,59,85,107,48,546731.6007,3860027.122
6,water,59,86,106,48,546744.6973,3860020.692
6,water,146,166,131,72,547022.2885,3859583.751
6,water,138,171,138,86,546975.1675,3859549.057
6,water,143,164,131,70,546982.1955,3859561.305
6,water,145,165,130,68,546990.9844,3859562.305
6,water,148,170,136,72,547009.3948,3859588.3
6,water,91,91,82,31,547021.6706,3859604.26
6,water,145,168,130,80,546992.2418,3859608.943
6,water,147,166,132,69,547005.6503,3859589.436
6,water,143,166,131,73,547027.8111,3859564.478
6,water,150,170,136,73,547013.6736,3859575.599
6,water,127,143,126,119,546980.2775,3859545.083
6,water,152,154,125,86,546996.0303,3859553.825
6,water,143,166,130,70,546999.1667,3859598.39
6,water,141,166,130,70,546983.77,3859579.98
6,water,147,169,134,72,547018.9553,3859576.845
6,water,152,175,141,76,547014.883,3859586.783
6,water,149,169,132,75,546974.1565,3859550.634
6,water,148,170,136,74,547012.8324,3859579.812
6,water,149,171,137,75,547014.6366,3859583.101
6,water,140,161,127,75,546979.6779,3859582.652
6,water,143,165,128,70,546983.5218,3859596.832
6,water,125,160,147,135,547011.8338,3859554.752
6,water,144,167,134,72,546996.6645,3859582.31
6,water,141,164,126,72,546989.2474,3859603.28
6,water,141,167,131,70,546992.071,3859566.087
6,water,148,169,135,73,547016.1488,3859576.155
6,water,149,171,145,76,547019.5927,3859564.3
6,water,142,164,128,71,546979.4317,3859560.107
6,water,145,168,129,74,546974.5637,3859565.913
6,water,152,176,140,75,547016.3518,3859589.666
6,water,69,89,100,50,547916.4843,3859551.716
6,water,68,88,103,50,547938.2293,3859552.993
6,water,49,63,70,85,547916.5397,3859570.423
6,water,64,86,100,46,547934.0658,3859553.973
6,water,66,90,101,48,547936.8663,3859568.536
6,water,70,67,70,59,547946.8281,3859550.957
6,water,61,69,68,85,547918.9543,3859543.363
6,water,68,87,101,52,547922.0985,3859568.127
6,water,66,88,101,51,547928.8735,3859564.59
6,water,68,89,101,49,547921.8739,3859551.252
6,water,68,89,101,52,547921.2989,3859551.811
6,water,66,86,101,48,547925.661,3859554.423
2,forest,69,85,89,162,548118.4093,3859511.695
2,forest,70,70,74,118,548088.2651,3859488.457
2,forest,74,87,89,161,548110.7854,3859512.812
2,forest,105,120,125,191,548129.0678,3859618.777
2,forest,68,56,81,132,548129.8831,3859638.963
2,forest,65,85,92,149,548089.164,3859484.634
2,forest,59,95,111,159,548159.3654,3859465.626
2,forest,75,94,98,148,548138.7987,3859601.416
2,forest,78,109,111,182,548108.7465,3859550.937
2,forest,63,74,75,184,548133.4647,3859469.336
2,forest,68,84,94,141,546144.6717,3861437.976
2,forest,72,96,107,129,546237.269,3861473.029
2,forest,57,57,61,88,546198.0838,3861419.067
2,forest,65,96,106,146,546172.7181,3861512.368
2,forest,74,82,85,131,546227.3145,3861491.831
2,forest,65,73,82,123,546164.7111,3861424.014
2,forest,52,55,57,133,546142.1323,3861510.674
2,forest,79,107,111,165,546206.6742,3861426.85
2,forest,77,113,121,175,546221.9122,3861461.126
2,forest,77,80,85,146,546183.9762,3861428.361
2,forest,24,34,34,79,546139.7253,3861512.14
2,forest,94,131,139,180,546171.98,3861467.065
2,forest,89,112,137,175,546168.1119,3861449.831
2,forest,64,61,61,139,546144.7519,3861518.473
2,forest,50,87,95,116,546147.7158,3861456.899
2,forest,83,77,84,155,546195.6476,3861495.917
2,forest,73,101,107,142,546201.2443,3861511.27
2,forest,56,61,65,105,546226.3232,3861462.127
2,forest,45,85,91,144,546186.4747,3861448.179
2,forest,29,37,45,67,546205.5525,3861440.32
2,forest,40,52,53,117,546220.8667,3861454.229
2,forest,58,85,79,174,546214.0822,3861427.87
2,forest,44,71,70,97,546193.4731,3861451.539
2,forest,78,95,98,148,546235.9256,3861511.36
2,forest,84,100,117,192,546214.8167,3861459.859
2,forest,61,80,82,143,546169.5066,3861458.773
2,forest,71,81,89,126,546230.8882,3861507.653
2,forest,80,95,101,153,546206.6696,3861450.105
2,forest,72,79,106,138,546153.8795,3861481.613
2,forest,93,122,124,190,546218.408,3861469.25
2,forest,74,63,70,114,546155.9745,3861460.803
2,forest,56,82,89,117,546186.2937,3861429.648
2,forest,79,87,75,115,546169.4925,3861425.652
2,forest,75,77,84,132,546161.0709,3861485.615
2,forest,106,107,108,152,546242.9963,3861448.75
2,forest,91,107,113,184,546197.9269,3861522.569
2,forest,62,77,87,108,546163.1797,3861459.52
2,forest,84,92,97,162,546177.5332,3861435.769
2,forest,82,117,123,197,546250.5596,3861466.478
2,forest,60,74,88,154,546160.582,3861468.118
2,forest,100,122,127,170,546209.0708,3861514.075
2,forest,40,56,65,114,546142.0744,3861479.992
2,forest,95,117,127,168,546226.341,3861518.317
2,forest,86,110,111,182,546143.9567,3861515.802
2,forest,43,48,56,99,546143.3981,3861468.163
2,forest,83,114,126,168,546166.7009,3861488.832
2,forest,66,104,112,154,546181.2171,3861468.595
2,forest,73,100,104,133,546229.781,3861442.654
2,forest,113,125,133,179,546201.3485,3861424.169
2,forest,56,81,76,148,546223.1875,3861446.209
2,forest,78,98,107,149,546170.8803,3861468.101
2,forest,86,86,100,149,546211.9614,3861426.321
2,forest,63,61,67,105,546206.5454,3861430.836
2,forest,71,94,97,138,546185.3103,3861512.808
2,forest,84,106,111,159,546170.6425,3861458.94
2,forest,76,80,89,119,546214.9212,3861473.433
2,forest,99,123,127,197,546199.5469,3861457.081
2,forest,54,51,61,114,546172.3138,3861440.418
2,forest,68,98,100,171,546147.4479,3861424.706
2,forest,85,88,96,138,546195.9574,3861503.004
2,forest,46,62,65,101,546156.2157,3861473.811
2,forest,102,124,117,198,546251.2449,3861472.09
2,forest,70,82,88,131,546223.2775,3861466.879
2,forest,73,96,95,138,546187.5335,3861423.059
2,forest,81,89,88,114,546179.8157,3861418.306
2,forest,71,77,64,101,546220.6538,3861520.426
2,forest,39,53,50,100,546223.4524,3861426.919
2,forest,65,78,85,140,546177.7045,3861495.731
2,forest,72,70,83,130,546244.2518,3861481.935
2,forest,59,78,90,156,546130.2057,3861461.57
2,forest,73,81,83,124,546232.6924,3861442.507
2,forest,100,113,99,183,546175.2605,3861417.4
2,forest,90,115,122,174,546170.6293,3861511.749
2,forest,46,68,73,124,546180.4427,3861497.446
2,forest,75,89,95,130,546212.4295,3861520.377
2,forest,91,107,111,151,546238.7056,3861446.378
2,forest,61,83,90,127,546231.3037,3861461.496
2,forest,84,104,109,179,546179.9679,3861432.203
2,forest,57,65,71,81,546143.7281,3861491.313
2,forest,55,74,85,116,546153.861,3861467.035
2,forest,69,79,87,135,546193.9871,3861475.759
2,forest,54,82,77,112,546203.9787,3861518.411
2,forest,86,98,105,156,546227.5859,3861449.364
2,forest,87,116,122,207,546143.0735,3861496.426
2,forest,48,51,56,84,546228.8423,3861458.676
2,forest,56,64,61,110,546225.6273,3861455.339
2,forest,82,101,113,163,546171.6457,3861430.525
2,forest,81,87,86,153,546152.0405,3861419.378
2,forest,62,66,68,130,546233.7231,3861426.99
2,forest,56,58,70,107,546150.8918,3861426.338
2,forest,87,109,107,179,546194.6072,3861430.176
2,forest,34,54,55,108,546195.3122,3861472.499
2,forest,81,99,106,178,546131.8902,3861467.544
2,forest,96,123,128,180,546172.9917,3861432.299
2,forest,107,100,105,135,546230.9474,3861520.337
2,forest,83,118,124,171,546169.2638,3861509.443
2,forest,59,74,73,107,546138.0699,3861457.129
2,forest,44,59,62,120,546196.7406,3861434.8
2,forest,59,95,102,158,546210.4381,3861504.044
2,forest,100,128,137,203,546190.0364,3861456.672
2,forest,80,95,96,119,546161.1977,3861480.328
2,forest,48,40,46,88,546164.7972,3861522.239
2,forest,46,64,68,99,546191.9208,3861420.851
2,forest,71,110,99,206,546196.9062,3861471.212
2,forest,77,86,95,122,546228.4028,3861509.561
2,forest,69,79,87,139,546172.808,3861480.259
2,forest,53,68,79,115,546234.8616,3861473.278
2,forest,38,36,49,68,546227.3302,3861508.65
2,forest,48,43,57,87,546209.035,3861519.381
2,forest,79,81,86,120,546168.8381,3861466.621
2,forest,78,91,97,142,546195.6398,3861499.51
2,forest,92,121,135,187,546145.934,3861463.77
2,forest,45,45,49,96,546181.6014,3861475.834
2,forest,51,67,72,118,546224.0381,3861429.639
2,forest,48,56,61,80,546246.7359,3861496.491
2,forest,80,102,112,155,546161.2102,3861491.371
2,forest,89,102,112,204,546214.0674,3861466.327
2,forest,55,57,71,82,546215.8292,3861491.232
3,fallow,145,138,128,121,546068.4032,3861125.227
3,fallow,150,143,132,127,546075.5895,3861120.376
3,fallow,137,129,117,113,546066.1108,3861107.526
3,fallow,144,136,127,117,546052.3196,3861089.546
3,fallow,144,134,125,117,546080.6754,3861201.238
3,fallow,140,122,124,114,546042.5587,3861051.767
3,fallow,136,128,117,113,546095.3591,3861171.34
3,fallow,144,130,119,115,546086.776,3861148.421
3,fallow,150,145,135,131,546001.996,3861060.511
3,fallow,143,137,129,113,546032.872,3861082.883
3,fallow,121,117,112,107,546093.1843,3861104.096
3,fallow,147,136,127,121,546080.8684,3861158.748
3,fallow,148,141,130,120,546075.9328,3861177.552
3,fallow,141,134,126,116,546031.4749,3861101.48
3,fallow,147,138,128,123,546081.4965,3861129.509
3,fallow,153,143,131,126,546011.3898,3861061.929
3,fallow,145,139,128,116,546028.3628,3861156.661
3,fallow,145,147,136,128,546079.7472,3861226.084
3,fallow,143,137,126,116,546020.7732,3861048.204
3,fallow,144,139,129,118,546081.5301,3861047.165
3,fallow,143,136,125,116,546076.9323,3861058.066
3,fallow,147,141,129,119,546025.5835,3861170.692
3,fallow,140,133,126,118,546071.095,3861103.916
3,fallow,121,112,105,97,546072.2425,3861102.619
3,fallow,142,135,123,116,546011.8082,3861059.548
3,fallow,146,140,129,118,546026.8404,3861118.935
3,fallow,141,136,125,117,546056.4926,3861133.202
3,fallow,145,138,127,117,546063.9884,3861101.111
3,fallow,149,142,131,123,546012.858,3861126.815
3,fallow,132,126,120,117,546093.2166,3861115.795
3,fallow,147,140,129,121,546014.295,3861096.057
3,fallow,148,140,133,121,546048.8424,3861166.488
3,fallow,145,137,127,115,546066.3261,3861140.96
3,fallow,145,135,125,119,546087.4419,3861187.89
3,fallow,143,136,125,114,546076.572,3861133.636
3,fallow,144,136,125,115,546059.8755,3861034.991
3,fallow,138,130,122,111,546081.3158,3861171.601
3,fallow,144,134,125,117,546084.7882,3861200.614
3,fallow,137,132,133,126,546101.1711,3861228.786
3,fallow,145,137,127,119,546071.7207,3861057.782
3,fallow,144,136,125,115,546044.3296,3861157.727
3,fallow,144,134,125,117,546081.637,3861201.89
3,fallow,144,134,128,120,546070.2112,3861101.165
3,fallow,145,139,127,122,546078.3866,3861152.603
3,fallow,150,141,127,128,546090.1121,3861244.034
3,fallow,144,134,125,116,546050.2816,3861102.993
3,fallow,142,136,132,130,546097.9108,3861202.296
3,fallow,147,137,125,121,546094.4164,3861211.158
3,fallow,152,147,137,126,546035.9652,3861057.84
3,fallow,138,134,123,121,546089.7653,3861131.769
3,fallow,145,138,126,119,546062.6565,3861189.191
3,fallow,149,134,127,115,546075.9243,3861174.525
3,fallow,146,135,122,122,546096.5293,3861235.922
3,fallow,140,132,125,116,546090.9518,3861183.088
3,fallow,135,133,122,146,546102.8241,3861249.693
3,fallow,139,134,124,125,546046.456,3861027.226
3,fallow,141,135,123,112,546034.4834,3861137.564
3,fallow,149,141,131,120,546027.1285,3861146.63
3,fallow,141,134,122,116,546058.6638,3861116.796
3,fallow,146,140,128,120,546023.0044,3861154.328
3,fallow,102,100,95,100,546096.616,3861022.651
3,fallow,145,140,130,116,546066.1949,3861205.911
3,fallow,144,133,125,117,546079.9054,3861184.783
3,fallow,138,126,120,110,546089.9918,3861181.554
3,fallow,125,116,110,97,546041.618,3861076.304
3,fallow,144,137,130,116,546046.282,3861071.792
3,fallow,144,136,124,117,546083.7721,3861218.85
3,fallow,142,149,136,136,546095.1811,3861029.698
3,fallow,142,138,132,115,546065.0188,3861064.592
3,fallow,146,138,129,120,546057.7191,3861182.324
3,fallow,145,142,128,123,546076.847,3861233.846
3,fallow,136,131,121,110,546078.52,3861100.952
3,fallow,137,137,129,128,546095.4745,3861163.556
3,fallow,148,137,128,118,546034.5006,3861053.386
3,fallow,130,125,117,103,546059.9831,3861052.203
3,fallow,145,138,128,119,546066.99,3861211.355
3,fallow,146,139,130,120,546015.3568,3861068.021
3,fallow,145,137,125,118,546075.0127,3861219.586
3,fallow,144,139,128,117,546036.6367,3861155.578
3,fallow,140,130,122,110,546070.7713,3861096.087
3,fallow,146,139,129,118,546031.4459,3861077.55
3,fallow,123,115,111,96,546056.157,3861047.232
3,fallow,148,140,126,130,546094.9621,3861247.59
3,fallow,138,119,122,101,546067.5165,3861134.492
3,fallow,152,140,131,122,546017.5265,3861049.149
3,fallow,144,138,126,121,546055.0036,3861104.777
3,fallow,146,142,130,122,546011.6786,3861057.855
3,fallow,144,138,126,116,546026.3986,3861112.158
3,fallow,139,138,123,112,546038.1045,3861157.799
3,fallow,147,139,128,117,546017.7485,3861141.711
3,fallow,148,141,127,119,546030.246,3861041.783
3,fallow,137,130,123,116,546055.9426,3861068.74
3,fallow,142,133,121,115,546071.7325,3861121.233
3,fallow,145,141,129,114,546036.1924,3861177.795
3,fallow,128,129,116,140,546061.824,3861019.306
3,fallow,145,138,124,131,546102.8005,3861245.519
3,fallow,143,136,125,115,546077.1606,3861059.055
3,fallow,143,123,115,107,546069.4697,3861032.703
3,fallow,147,140,128,117,546041.7424,3861169.133
3,fallow,138,132,122,111,546058.2379,3861150.752
3,fallow,150,143,128,123,546032.511,3861182.822
3,fallow,140,138,127,132,546098.0652,3861214.613
3,fallow,140,123,115,105,546076.2351,3861165.722
3,fallow,147,142,132,123,546080.0299,3861228.152
3,fallow,139,142,128,120,546047.2241,3861112.32
3,fallow,146,138,129,120,546058.0106,3861182.711
3,fallow,143,140,130,117,546019.9959,3861047.912
3,fallow,146,133,122,114,546082.2617,3861226.509
3,fallow,133,131,124,114,546090.9775,3861074.5
3,fallow,142,134,123,114,546073.2411,3861216.175
3,fallow,131,124,113,109,546077.0763,3861143.813
3,fallow,143,133,123,116,546080.0342,3861179.945
3,fallow,144,139,127,114,546031.0369,3861158.851
3,fallow,133,127,118,105,546063.3625,3861064.161
3,fallow,145,136,128,121,546080.3174,3861135.07
3,fallow,137,130,121,110,546088.9795,3861060.301
3,fallow,136,125,113,106,546071.1279,3861062.049
3,fallow,141,135,129,114,546028.0568,3861080.974
3,fallow,144,144,134,121,546058.3331,3861185.746
3,fallow,147,139,127,120,546084.8887,3861031.607
3,fallow,143,137,126,118,546067.4396,3861103.801
3,fallow,148,144,132,123,546049.5514,3861186.069
3,fallow,147,140,129,121,546008.841,3861070.923
3,fallow,139,129,118,115,546065.7631,3861108.14
3,fallow,141,136,130,108,546036.4285,3861062.454
3,fallow,140,133,130,131,546100.8095,3861215.686
3,fallow,145,135,125,118,546064.1369,3861043.108
3,fallow,140,132,123,116,546060.8822,3861144.3
3,fallow,148,139,129,121,546011.9676,3861078.548
3,fallow,144,137,128,119,546024.9817,3861129.051
3,fallow,143,136,128,119,546061.9304,3861137.388
3,fallow,127,120,112,103,546060.7125,3861130.739
3,fallow,144,137,126,118,546066.7827,3861121.564
3,fallow,143,136,127,118,546066.3687,3861183.421
3,fallow,142,136,125,119,546091.3985,3861184.839
3,fallow,146,141,130,121,546059.534,3861138.278
3,fallow,152,143,129,127,546083.9801,3861240.257
3,fallow,142,116,108,129,546066.4675,3861013.77
3,fallow,132,124,118,104,546056.418,3861076.969
3,fallow,131,119,116,104,546042.8531,3861036.784
3,fallow,146,138,127,116,546047.1487,3861163.69
3,fallow,139,131,123,112,546067.5282,3861165.084
3,fallow,142,133,124,115,546062.6152,3861165.248
3,fallow,142,136,124,115,546035.1347,3861111.066
3,fallow,145,137,126,117,546050.1828,3861156.576
3,fallow,146,136,127,119,546075.7296,3861201.259
3,fallow,148,142,129,121,546047.1122,3861181.349
3,fallow,134,127,121,107,546039.9457,3861072.094
3,fallow,135,127,119,110,546084.8594,3861058.587
3,fallow,141,121,110,110,546041.3939,3861027.107
3,fallow,143,135,125,117,546037.7396,3861080.928
3,fallow,147,140,129,119,546023.5246,3861147.79
3,fallow,138,131,118,129,546065.1394,3861012.837
3,fallow,139,133,121,111,546068.8084,3861154.544
3,fallow,145,137,126,119,546076.5565,3861047.568
3,fallow,138,132,120,102,546033.4518,3861028.253
3,fallow,147,138,128,120,546068.3222,3861202.039
3,fallow,125,111,110,94,546044.0998,3861036.122
3,fallow,151,138,131,130,546098.3663,3861238.162
3,fallow,131,120,113,99,546072.9789,3861071.448
3,fallow,97,73,65,71,546097.3264,3861016.608
3,fallow,152,134,123,119,546073.5925,3861147.965
3,fallow,146,140,129,119,546029.2879,3861089.135
3,fallow,144,134,125,117,546080.7239,3861201.417
3,fallow,148,137,131,122,546070.3272,3861104.558
3,fallow,141,136,124,117,546070.4992,3861122.7
3,fallow,147,140,128,118,546044.7392,3861170.859
3,fallow,146,138,129,119,546017.193,3861085.905
3,fallow,145,138,127,116,546041.1315,3861163.157
3,fallow,142,134,127,120,546082.556,3861114.576
3,fallow,148,142,129,124,546081.5946,3861039.228
3,fallow,147,140,125,123,546051.3219,3860524.983
3,fallow,141,132,121,119,546036.5283,3860538.946
3,fallow,135,128,116,114,546073.5322,3860548.861
3,fallow,145,130,124,120,546025.4231,3860533.165
3,fallow,148,137,127,125,546033.557,3860605.534
3,fallow,139,136,122,123,546025.28,3860537.264
3,fallow,143,144,140,166,546027.3428,3860617.082
3,fallow,117,113,99,154,546085.2975,3860472.137
3,fallow,146,132,131,127,546057.7978,3860623.971
3,fallow,141,132,121,119,546055.3335,3860558.993
3,fallow,146,134,125,121,546034.35,3860602.506
3,fallow,146,135,123,110,546025.8694,3860531.764
3,fallow,143,135,123,125,546026.7555,3860581.355
3,fallow,146,137,126,128,546052.4924,3860600.537
3,fallow,145,136,125,123,546062.9215,3860520.522
3,fallow,134,124,117,114,546076.444,3860597.559
3,fallow,116,130,110,161,546078.7727,3860475.949
3,fallow,142,138,126,138,546020.7949,3860556.117
3,fallow,141,133,119,120,546032.9195,3860549.789
3,fallow,146,136,126,124,546071.9106,3860572.787
3,fallow,143,134,123,121,546054.5774,3860550.43
3,fallow,147,137,124,127,546057.7834,3860589.771
3,fallow,141,133,121,119,546035.3121,3860539.759
3,fallow,128,121,106,132,546066.542,3860487.589
3,fallow,78,78,76,92,546079.3498,3860619.339
3,fallow,143,133,124,121,546066.3503,3860579.521
3,fallow,144,128,123,120,546038.2066,3860594.632
3,fallow,149,143,129,130,546045.5572,3860620.383
3,fallow,147,142,127,129,546046.3407,3860621.32
3,fallow,143,135,124,123,546058.6372,3860567.762
3,fallow,140,132,117,140,546014.8993,3860553.566
3,fallow,140,130,121,124,546065.4762,3860602.448
3,fallow,137,129,118,114,546038.733,3860527.7
3,fallow,119,131,105,149,546075.5217,3860475.848
3,fallow,148,139,126,124,546049.937,3860514.765
3,fallow,141,126,117,113,546051.2653,3860595.244
3,fallow,144,135,124,122,546059.3816,3860548.493
3,fallow,145,135,123,124,546058.9459,3860593.098
3,fallow,140,129,125,121,546049.675,3860561.84
3,fallow,144,136,124,124,546033.1975,3860577.687
3,fallow,142,134,122,121,546057.7238,3860559.764
3,fallow,141,112,114,128,546059.5385,3860500.472
3,fallow,147,139,127,123,546068.4432,3860557.998
3,fallow,143,135,123,122,546082.5428,3860589.414
3,fallow,142,133,122,122,546073.9014,3860588.761
3,fallow,150,142,129,134,546063.9389,3860591.173
3,fallow,133,119,112,108,546080.2142,3860604.391
3,fallow,142,133,121,119,546033.407,3860539.768
3,fallow,144,139,123,124,546042.1014,3860628.37
3,fallow,141,133,122,121,546033.1352,3860552.111
3,fallow,144,135,126,125,546070.3781,3860584.378
3,fallow,142,134,120,120,546046.8075,3860578.523
3,fallow,133,125,116,115,546081.5283,3860612.301
3,fallow,114,110,99,101,546087.1498,3860604.268
3,fallow,142,133,122,120,546055.9663,3860553.238
3,fallow,135,128,118,114,546068.1559,3860533.577
3,fallow,143,129,120,123,546032.4601,3860564.815
3,fallow,143,134,124,119,546046.9736,3860513.283
3,fallow,142,134,121,123,546028.8647,3860599.645
3,fallow,141,132,121,120,546035.0216,3860557.224
3,fallow,144,137,123,121,546058.1803,3860537.367
3,fallow,143,136,125,119,546060.4852,3860514.547
3,fallow,135,125,117,114,546079.7163,3860603.192
3,fallow,142,133,121,122,546057.7696,3860595.939
3,fallow,143,134,124,121,546061.2981,3860549.098
3,fallow,141,142,125,146,546072.1718,3860490.774
3,fallow,139,127,120,124,546020.2698,3860561.816
3,fallow,149,139,127,130,546052.6053,3860603.667
3,fallow,148,141,130,129,546026.1462,3860559.419
